"x"
"#363636"
"#B3989F"
"#2B74DB"
"#7F7782"
"#515151"
"#837A7D"
"#B8B5D3"
"#939199"
"#545454"
"#514052"
"#04161B"
"#AF8F8B"
"#847F99"
"#75666F"
"#927F8C"
"#0A3263"
"#FAD1D8"
"#803B44"
"#B2B1D1"
"#8485AC"
"#490A58"
"#969496"
"#584466"
"#777276"
"#A3A5B4"
"#292742"
"#472352"
"#333333"
"#3F225B"
"#321359"
"#919092"
"#B9B2B5"
"#85747E"
"#565656"
"#6C4343"
"#6C6072"
"#7D7883"
"#332A35"
"#72146F"
"#E2D6D7"
"#E0DBD8"
"#756B78"
"#4D2723"
"#A5ABBF"
"#A0999B"
"#883496"
"#756F75"
"#AEACB6"
"#2E1430"
"#1D1D1D"
"#78A5BA"
"#FBF9FA"
"#908B90"
"#594E87"
"#E0DADC"
"#0D1C55"
"#AEADC0"
"#7B528E"
"#9D2A13"
"#847E83"
"#2C76D9"
"#972F9F"
"#AE9B9C"
"#95919B"
"#676B71"
"#6B2DB3"
"#777678"
"#8E87B6"
"#9A543B"
"#070A39"
"#583656"
"#9C8ABF"
"#554941"
"#6D6B6E"
"#48474A"
"#ADA9AD"
"#585363"
"#8D56A4"
"#ECE9E8"
"#827B7F"
"#ABABAE"
"#868687"
"#5F385B"
"#504D5E"
"#606068"
"#904A98"
"#67696D"
"#1E687B"
"#39474F"
"#382B43"
"#380E34"
"#575263"
"#444446"
"#4D4A5B"
"#959094"
"#4623A6"
"#DFB8B8"
"#2F322C"
"#241319"
"#96949B"
"#887F83"
"#1F1F1F"
"#777678"
"#A3A3A6"
"#6E1E28"
"#3C162F"
"#727272"
"#1A2587"
"#5D2271"
"#C1BDC4"
"#B6B4B4"
"#B7B5B5"
"#0E384C"
"#84798A"
"#423135"
"#3C4752"
"#75696C"
"#535353"
"#534754"
"#ABB1CA"
"#706063"
"#333679"
"#626163"
"#472F30"
"#8A43AE"
"#B2B1D1"
"#7B6D75"
"#898289"
"#4B4B4B"
"#282828"
"#483338"
"#B2C9D8"
"#4C5057"
"#6C6670"
"#A0969D"
"#9B9598"
"#E1D5D6"
"#C09C97"
"#834486"
"#7D37BD"
"#8E7B8F"
"#080432"
"#685D70"
"#6C6570"
"#302F45"
"#3F293A"
"#716C73"
"#DDBCBD"
"#3E0D47"
"#313131"
"#B3B2B2"
"#A7A1B3"
"#E8E4E2"
"#B3B3B3"
"#4B3636"
"#ACACAC"
"#4A465B"
"#252525"
"#74716F"
"#26445B"
"#605266"
"#8F888E"
"#756A77"
"#63518D"
"#454444"
"#AFAED1"
"#1A5E9E"
"#575757"
"#7773B2"
"#888087"
"#3D9F98"
"#072F10"
"#482859"
"#B2B1B2"
"#6B696B"
"#90898F"
"#858486"
"#928593"
"#6A5D65"
"#968F93"
"#232323"
"#999999"
"#7A6F7A"
"#B1B3D2"
"#908F91"
"#B1B3D2"
"#ABA7A6"
"#7E787B"
"#DFDAD6"
"#E1D5D6"
"#992623"
"#1C2B2E"
"#EDEAE8"
"#37373B"
"#888089"
"#FAD1D5"
"#464548"
"#B0AFD1"
"#B7C5EA"
"#525252"
"#F9D9E0"
"#897D85"
"#0D5D49"
"#848484"
"#79686F"
"#5D5D5D"
"#A870AC"
"#847B83"
"#6F6374"
"#3F3D53"
"#182B60"
"#807A7D"
"#C1BCBE"
"#594F5D"
"#46403A"
"#D9B5B6"
"#1D0918"
"#171844"
"#320842"
"#3E3739"
"#4A0406"
"#192B2B"
"#494949"
"#B0B0D1"
"#404699"
"#6C6670"
"#3A1440"
"#635355"
"#857C88"
"#878185"
"#707683"
"#7B7479"
"#BEBFCC"
"#692C52"
"#7F1B13"
"#A8A8A8"
"#DFB2DC"
"#1340BC"
"#565260"
"#FBDBDC"
"#A2A197"
"#F9F9F9"
"#757575"
"#CFA59F"
"#818181"
"#999999"
"#908D8B"
"#625D6A"
"#595959"
"#78686D"
"#585364"
"#66606B"
"#9E9D9E"
"#9A999A"
"#124453"
"#BF02A5"
"#1277D7"
"#181818"
"#0E384C"
"#1B1120"
"#E8C5C4"
"#8C8C8C"
"#A3A5B4"
"#77748B"
"#7B6F7D"
"#6C4A4E"
"#878488"
"#0E2554"
"#685963"
"#9F5A7F"
"#29252D"
"#2C2F94"
"#B765AD"
"#B3B0AE"
"#585658"
"#44407F"
"#433830"
"#767676"
"#282828"
"#2C1D42"
"#7E787D"
"#6032C4"
"#696668"
"#808080"
"#090A43"
"#929094"
"#ADADAD"
"#66616C"
"#5D3363"
"#403997"
"#403B5E"
"#898189"
"#343434"
"#50666D"
"#838383"
"#443597"
"#447E8B"
"#8F848E"
"#7C6D74"
"#E0BBBB"
"#595463"
"#11143E"
"#5E5E5E"
"#904A98"
"#9D9C93"
"#5B4D5D"
"#77767B"
"#AD6D5C"
"#1D0918"
"#AF04A5"
"#827B7E"
"#7E7E82"
"#0A1B28"
"#614B7A"
"#3F201A"
"#535153"
"#494F60"
"#6A5B67"
"#B3B2B2"
"#86716D"
"#C4BFC4"
"#600106"
"#544941"
"#7B7579"
"#2B2630"
"#91878E"
"#FAF9FA"
"#0B0B0F"
"#7A746F"
"#8C9294"
"#282742"
"#FDD1D6"
"#022A24"
"#ADB0D1"
"#354249"
"#ECEAE8"
"#A09D8A"
"#2D3139"
"#484548"
"#666799"
"#38363B"
"#524256"
"#878AA9"
"#BBBCD5"
"#8B818D"
"#4C3F45"
"#12182F"
"#6561C6"
"#7F68A4"
"#115945"
"#8C8C8C"
"#F1F1F1"
"#8A75A1"
"#9C979A"
"#1A2587"
"#988E95"
"#734BAA"
"#473346"
"#454A5E"
"#493037"
"#123C3B"
"#928A9C"
"#9E939C"
"#443840"
"#7B1595"
"#9FA3A8"
"#958F99"
"#E0D4D5"
"#7C7A7C"
"#8C8092"
"#807D7F"
"#314160"
"#807A7E"
"#FBD2D6"
"#97619C"
"#828282"
"#B3B3D4"
"#064F58"
"#DABBBC"
"#D9DEE1"
"#575757"
"#5F5354"
"#252525"
"#A29EAB"
"#8D8D8D"
"#4F1356"
"#6B6174"
"#948899"
"#3F2C41"
"#1E1E38"
"#747474"
"#2F2E2E"
"#6E6870"
"#8B83AE"
"#403D3D"
"#9BA1DF"
"#4A465B"
"#83392D"
"#797278"
"#3A2348"
"#063F49"
"#7F7386"
"#828282"
"#776879"
"#7D7C7E"
"#867C86"
"#C98292"
"#847A81"
"#121C62"
"#4F4B5F"
"#545454"
"#B9AF9F"
"#919191"
"#4C4B4B"
"#6F6871"
"#9F989A"
"#784796"
"#A69CA2"
"#A04B8E"
"#81776D"
"#EBE8E7"
"#937A6F"
"#544932"
"#593D53"
"#DEDAD6"
"#575657"
"#8C848D"
"#B1B3D2"
"#595759"
"#C0BCBE"
"#528197"
"#68789E"
"#6F6A6D"
"#AC8B86"
"#454158"
"#464149"
"#8B898D"
"#AAA7A6"
"#9E8B98"
"#AC8B86"
"#685B6D"
"#605F5F"
"#202020"
"#F9F8F9"
"#9F9DA5"
"#DDB8B9"
"#0B313B"
"#DEB8B8"
"#2F2F2F"
"#9393AF"
"#322B1B"
"#181818"
"#525354"
"#7E7E7E"
"#766C84"
"#7C7276"
"#9792A0"
"#4D3871"
"#545454"
"#D8D9DB"
"#02080B"
"#827A8D"
"#A5A4A1"
"#3F4B81"
"#A89989"
"#1E1D1D"
"#FBD2D6"
"#73317A"
"#ACADD0"
"#292929"
"#4A4356"
"#4B1925"
"#BABAAD"
"#3E0C96"
"#67596A"
"#969198"
"#5E5265"
"#4B4B4B"
"#2D2D2D"
"#726A75"
"#998E89"
"#91908B"
"#40517B"
"#171719"
"#24181D"
"#605C68"
"#FAD1D8"
"#A3A3A3"
"#361244"
"#858182"
"#B1B3D2"
"#B0AFD0"
"#868488"
"#1C6180"
"#514D5E"
"#1B1A21"
"#29433E"
"#57377C"
"#664F75"
"#A3A5B4"
"#515EB2"
"#2D1D51"
"#626262"
"#E0D4D5"
"#90898B"
"#8E7C75"
"#401F4E"
"#9A9A9A"
"#255195"
"#3A3136"
"#453537"
"#536B77"
"#55475B"
"#0F0D16"
"#40301F"
"#957FA1"
"#105D69"
"#3C0342"
"#053627"
"#3C1433"
"#533E40"
"#29253B"
"#DFD8DB"
"#6C0216"
"#21091D"
"#69606C"
"#726C70"
"#908885"
"#37354D"
"#6A636E"
"#E1D5D6"
"#340379"
"#824E77"
"#717172"
"#650454"
"#6330B9"
"#6E6E6E"
"#6F6570"
"#9E99A8"
"#705D64"
"#535353"
"#AE7B8B"
"#847C7C"
"#979093"
"#B0AEB8"
"#54515F"
"#8B8184"
"#353534"
"#6C3481"
"#6E6E6E"
"#DED2D1"
"#C7C8D4"
"#870B83"
"#B0B0D1"
"#787077"
"#6B31AB"
"#BC0208"
"#02080B"
"#83757B"
"#575EFD"
"#8C808C"
"#353B65"
"#2A0955"
"#787878"
"#BDBDBD"
"#2A2A2A"
"#DEDAD7"
"#AE7974"
"#A0979E"
"#58595B"
"#B7B4BF"
"#D8B3B4"
"#877C7F"
"#E4BDBE"
"#A8A3AC"
"#0E1C56"
"#796F83"
"#538C91"
"#74717F"
"#122725"
"#5D5D5D"
"#6D4A4C"
"#373737"
"#BDBAC5"
"#8B8B8B"
"#1E1E1E"
"#545354"
"#663477"
"#735D90"
"#646464"
"#8B898B"
"#24191D"
"#554263"
"#282828"
"#909090"
"#695B6B"
"#B3969B"
"#746D74"
"#929292"
"#252524"
"#E0D4D5"
"#8C9AA1"
"#5241E6"
"#6E5F6E"
"#80878E"
"#EAE8E5"
"#848385"
"#8D8D8D"
"#364869"
"#5E2238"
"#827984"
"#1A1C22"
"#4E4BA4"
"#272727"
"#371107"
"#8D93AA"
"#565656"
"#BDB8B8"
"#8A848F"
"#DCDADC"
"#9F9998"
"#2A2667"
"#042937"
"#9B9B9B"
"#22286D"
"#5A5A5A"
"#22286D"
"#F7CFDA"
"#88817F"
"#979296"
"#29490E"
"#B4B3B4"
"#8E8C90"
"#5A495F"
"#A197A4"
"#6C575D"
"#8B8C8C"
"#A9A4A8"
"#958D96"
"#117B87"
"#584455"
"#908FA4"
"#8E91AD"
"#441432"
"#5A0970"
"#8D8D8D"
"#512771"
"#DEDAD7"
"#4E3872"
"#61587C"
"#393552"
"#502E69"
"#665868"
"#414B59"
"#AFAABB"
"#353535"
"#3C3C3E"
"#A6C9DB"
"#333E37"
"#0A3264"
"#5A0453"
"#2F2A5D"
"#A06D6B"
"#B154AB"
"#BEBBB6"
"#D8D0D0"
"#FAD1D5"
"#543E48"
"#363636"
"#7E6765"
"#74010D"
"#81747C"
"#757075"
"#756E74"
"#B0B2D2"
"#9B918B"
"#AC8B86"
"#685E71"
"#727176"
"#312F33"
"#3C1F41"
"#6C659D"
"#803B44"
"#EBE8E7"
"#5F4E5A"
"#0B0910"
"#4CB0A9"
"#B1B0D1"
"#616062"
"#EBE8E5"
"#5D4F5E"
"#343434"
"#5F0342"
"#2E2D4F"
"#9B969A"
"#C21FD6"
"#8D848B"
"#4E4E4E"
"#595959"
"#CF18CA"
"#928C90"
"#B0AFD0"
"#754895"
"#411E4C"
"#323232"
"#AEAED0"
"#655965"
"#827E7D"
"#6E6979"
"#D9B3B4"
"#242424"
"#B3B4D3"
"#6C606F"
"#7E737C"
"#7D767B"
"#DFB8B8"
"#2C0B24"
"#39407A"
"#3C45D6"
"#0E0F15"
"#CD1DA0"
"#787177"
"#8B7E8F"
"#2C2C2C"
"#40465B"
"#84665C"
"#79797A"
"#5C3761"
"#5E4959"
"#1F151E"
"#302F49"
"#706F75"
"#B2B0B5"
"#7E797A"
"#321359"
"#454545"
"#515151"
"#914CB4"
"#301E7F"
"#8D858B"
"#6A6569"
"#E0BDB4"
"#878689"
"#949091"
"#080432"
"#A51010"
"#ECEAE8"
"#A35FA5"
"#0C8786"
"#777980"
"#BAB7C1"
"#863CAC"
"#464358"
"#540D59"
"#7A7878"
"#8A838B"
"#2B2A46"
"#64646B"
"#4F493C"
"#101010"
"#474342"
"#292929"
"#ACB0BF"
"#5241E7"
"#AFAFD1"
"#3A3750"
"#7E7E7F"
"#EBE8E7"
"#C16841"
"#39474F"
"#DFDAD6"
"#282828"
"#888888"
"#A39CAC"
"#5D25B6"
"#A3A5B4"
"#958B92"
"#514254"
"#4C4C4C"
"#1D031D"
"#716A72"
"#82747B"
"#645F6B"
"#5D523C"
"#ACACAE"
"#A13421"
"#412A3E"
"#89828A"
"#AFAED0"
"#5B5B5B"
"#2B2795"
"#6B1D5F"
"#28092A"
"#F4F4F4"
"#B1B0D1"
"#595959"
"#7D727D"
"#6B6F74"
"#4C4B4A"
"#F8CFD6"
"#706473"
"#241236"
"#4A494B"
"#887D90"
"#807588"
"#276368"
"#487D88"
"#8A0C85"
"#9D9497"
"#482961"
"#041F2A"
"#8D878C"
"#B0B0AF"
"#421023"
"#766A7B"
"#383550"
"#5F2ECE"
"#132953"
"#3B1441"
"#A674A5"
"#A0B4BF"
"#937A6F"
"#784696"
"#575757"
"#828182"
"#B2B1D1"
"#A9AFB6"
"#034B57"
"#9DA7DC"
"#878391"
"#6E6370"
"#585A68"
"#696968"
"#877B85"
"#464547"
"#9595D8"
"#7B717E"
"#DBDBE2"
"#363947"
"#8B7E8C"
"#67626C"
"#A18D8C"
"#2E2D2E"
"#5F2073"
"#4F3768"
"#ACA5A8"
"#61656D"
"#0D1E13"
"#91878C"
"#C1BCBE"
"#868189"
"#575A85"
"#2F5470"
"#707070"
"#807682"
"#5D5239"
"#390F2A"
"#78666A"
"#D20FE5"
"#083516"
"#9695A1"
"#908887"
"#B4B4A9"
"#253AB8"
"#4D5052"
"#3E3E3E"
"#FBD2D6"
"#870B81"
"#985586"
"#585858"
"#C1BCBE"
"#716F76"
"#ACAFBF"
"#A040E1"
"#073516"
"#AFABB6"
"#04181D"
"#716475"
"#5C4F61"
"#156885"
"#6B5A63"
"#F9F9F9"
"#452C59"
"#766C73"
"#342944"
"#73648F"
"#2C497D"
"#837E7D"
"#7C727C"
"#877F81"
"#4D4A5B"
"#DCB6B8"
"#E0B9B8"
"#54339C"
"#330958"
"#B1B3D2"
"#A096DB"
"#434055"
"#7E7B81"
"#ABABB9"
"#0C3E48"
"#1762A5"
"#541419"
"#6C6467"
"#625C5F"
"#B3B4D3"
"#51474A"
"#404040"
